category,query,ground_truth,top_5_documents,document_similarities,best_match_document,best_match_similarity,accuracy,recall
Environment,ما هو تاريخ استخراج البترول؟,تم حفر أول بئر للبترول في الصين في القرن الرابع الميلادي، واستخدم البترول في بغداد في القرن الثامن الميلادي لرصف الطرق. بدأ التاريخ الحديث للبترول في عام 1853 باكتشاف عملية تقطير البترول، وتم تطوير صناعة البترول في القرن العشرين مع زيادة الطلب عليه.,"['النقراز الكبير الذي تمهده في أواخر عام 1898 ، كان أهمها على مستوى التاريخ في مجال الاستكشافeo وصناعة الهدلين ، حيث بدأت فرنسا بنشاط الاستكشاف الجوية عام 1906 ، وتعاقبه منافسة بريطانيا للخمس منافسين أولئك الكرديون في أوقات القضاء على النقطة المهمة في البترول الذي يتاح إلى المبتدئين.', '', '', '', '']","[0.758219948329923, 0.0, 0.0, 0.0, 0.0]",النقراز الكبير الذي تمهده في أواخر عام 1898 ، كان أهمها على مستوى التاريخ في مجال الاستكشافeo وصناعة الهدلين ، حيث بدأت فرنسا بنشاط الاستكشاف الجوية عام 1906 ، وتعاقبه منافسة بريطانيا للخمس منافسين أولئك الكرديون في أوقات القضاء على النقطة المهمة في البترول الذي يتاح إلى المبتدئين.,0.758219948329923,0.2,1
Environment,ما هي الزلازل، وما هي آثارها؟,الزلازل هي اهتزازات أرضية سريعة تحدث بسبب تكسر الصخور وإزاحتها نتيجة تراكم الإجهادات داخل الأرض. تؤدي الزلازل إلى تشقق الأرض، نضوب الينابيع، ظهور ينابيع جديدة، وأمواج تسونامي إذا حدثت تحت سطح البحر. كما تسبب دمارًا للمباني والمنشآت.,"['الزلازل هو سيرعة القنبلة المكونة من القذف القطني والربطات الحمضية بين الخليج العربي وبحر الأرمين وتقديم مصدرًا للغوص للمخزونات البرمائية في البحر الأسود والبرصى.', '', '', '', '']","[0.6522944954050011, 0.0, 0.0, 0.0, 0.0]",الزلازل هو سيرعة القنبلة المكونة من القذف القطني والربطات الحمضية بين الخليج العربي وبحر الأرمين وتقديم مصدرًا للغوص للمخزونات البرمائية في البحر الأسود والبرصى.,0.6522944954050011,0.2,1
Environment,ما هو الثلج، وكيف يتشكل؟,الثلج هو نوع من الهطولات يتشكل على شكل بلورات دقيقة من الجليد. يتشكل الثلج عندما تلتقي تيارات هوائية رطبة ودافئة مع تيارات باردة، وتتكاثف جزيئات الماء على نويات التكاثف مثل ذرات الغبار أو الرماد.,"['الثلج هو نقيض طاغي، ينتشر من نهر النيل في الشرق إلى بلاد الأردن ومن هناك يترامب إلى آسيا وبريطانيا الغربية. حيث أن البشر كانوا يلوحون بثلوج الطاغية في المناطق المرتفعة ، وأصبحت هذه الموارد للبيئة كالرياح الديوية، مما شاب طاقتها من نفق اللون والأرض إلى الأنهار والجazes والوادي.', '', '', '', '']","[0.763237537588991, 0.0, 0.0, 0.0, 0.0]",الثلج هو نقيض طاغي، ينتشر من نهر النيل في الشرق إلى بلاد الأردن ومن هناك يترامب إلى آسيا وبريطانيا الغربية. حيث أن البشر كانوا يلوحون بثلوج الطاغية في المناطق المرتفعة ، وأصبحت هذه الموارد للبيئة كالرياح الديوية، مما شاب طاقتها من نفق اللون والأرض إلى الأنهار والجazes والوادي.,0.763237537588991,0.2,1
Environment,ما هي الحيتان، وما هي خصائصها؟,الحيتان هي ثدييات تعيش في البحار والمحيطات، وتنقسم إلى حيتان مسننة وحيتان بالينية. تتميز الحيتان بقدرتها على الغطس لمدد طويلة وتتنفس عن طريق الرئة. تلد الحيتان صغارها تحت الماء وتقوم بإرضاعهم بالحليب.,"['الحيتان هم ثدييات نادرة وتنوعية، وتوجد في البحار والمحيطات مثل البحر الأبيض المتوسط والمرج ومدغوس والشعب السوداني والشرقيين، ومصر والعالم الآسيوي، وبعض المناطق الأفريقية. حيث أن الحيتان هي من أشهر الحيوانات البراق، وتتميزون بالسعة والمزحة والمحافظة على الجيد والتنظيم في الغذاء وطاعم النفاذ.', 'الخصائص الرئيسية للمتعددة في السن: كيانه المزاج، وكأنه يعبر عن الجهد والضغوط التي تتسبب بها العلاقات النفسية والمعلمات، ويقدم جودة الطعام الكامل للجيد والمكملات وطلالة العالمنews.', '', '', '']","[0.742631027899992, 0.6439542700965171, 0.0, 0.0, 0.0]",الحيتان هم ثدييات نادرة وتنوعية، وتوجد في البحار والمحيطات مثل البحر الأبيض المتوسط والمرج ومدغوس والشعب السوداني والشرقيين، ومصر والعالم الآسيوي، وبعض المناطق الأفريقية. حيث أن الحيتان هي من أشهر الحيوانات البراق، وتتميزون بالسعة والمزحة والمحافظة على الجيد والتنظيم في الغذاء وطاعم النفاذ.,0.742631027899992,0.4,1
Environment,ما هي الشمس، وما هي خصائصها؟,الشمس هي أقرب النجوم إلى الأرض، وتعد مصدرًا للدفء والضوء. تتميز الشمس بحركتها الدورانية حول محورها، حيث تدور حول خط الاستواء في 25 يومًا. الشمس مصدر الطاقة الأساسي للحياة على الأرض.,"['الشمس هي سمكة سائل ناجحة منordo وسمكين مصرين يصل kích sudارتها 0.8 متر، وتحدها الجسم الأزرق والجسم الأسود والماء الفاضح، وتتوزع حول الأرض في كثرة كبيرة ويومية صغير، حيث أن الشمس هي مكونة لون البرق على مدار 24 ساعة.', '', '', '', '']","[0.730148659668274, 0.0, 0.0, 0.0, 0.0]",الشمس هي سمكة سائل ناجحة منordo وسمكين مصرين يصل kích sudارتها 0.8 متر، وتحدها الجسم الأزرق والجسم الأسود والماء الفاضح، وتتوزع حول الأرض في كثرة كبيرة ويومية صغير، حيث أن الشمس هي مكونة لون البرق على مدار 24 ساعة.,0.730148659668274,0.2,1
Environment,ما هي الثعابين، وما هي خصائصها؟,الثعابين هي حيوانات زاحفة ذات جسم طويل وهيكل عظمي مرن. تتراوح أطوالها من بضعة سنتيمترات إلى عدة أمتار. تتميز الثعابين بقدرتها على التحرك بالزحف وتبديل جلدها بين الحين والآخر.,"['ال्थعابين همثوب طويلة مفرغة عظام رأسها وهي غالبًا ثعابين شتاء أو موسمية ناتجة عن الكسرة الطائئة لمرء أو سيدة. ويطلقن علىها جسر، حيث يصطدمون مع المخلف من الجلد أو السماك الحديدية التنانس، وتكون الشوكة الصغيرة والذيل عارضات للماء.', '', '', '', '']","[0.7757047452332541, 0.0, 0.0, 0.0, 0.0]",ال्थعابين همثوب طويلة مفرغة عظام رأسها وهي غالبًا ثعابين شتاء أو موسمية ناتجة عن الكسرة الطائئة لمرء أو سيدة. ويطلقن علىها جسر، حيث يصطدمون مع المخلف من الجلد أو السماك الحديدية التنانس، وتكون الشوكة الصغيرة والذيل عارضات للماء.,0.7757047452332541,0.2,1
Environment,ما هي الفضة، وما هي استخداماتها؟,الفضة هي معدن ثمين يستخدم في صناعة الحلي والنقود. تتميز الفضة بقدرتها على قتل البكتيريا والكائنات الدقيقة، مما جعلها تستخدم في تنقية المياه وفي التطبيقات الطبية مثل علاج الأقدام السكرية.,"['الفضة هي ورمز عazen لهذه المادة. وهي معدن زئبق طريء لونها البيض. يستخدم الفضة في تقديم ملوثات إلهامية إلى الشعب أو البشر وتتميز هذه الرمسة بالكثير من الفتحات اللخوريه وتبدأ مع الطاقة الجاهزه حيث تقوم بترخيص تصنيع الكلّ من المادة الغنازية القابلة للتعديل لاستخدامها كالرمز لهذه المادة.', '', '', '', '']","[0.78949015208005, 0.0, 0.0, 0.0, 0.0]",الفضة هي ورمز عazen لهذه المادة. وهي معدن زئبق طريء لونها البيض. يستخدم الفضة في تقديم ملوثات إلهامية إلى الشعب أو البشر وتتميز هذه الرمسة بالكثير من الفتحات اللخوريه وتبدأ مع الطاقة الجاهزه حيث تقوم بترخيص تصنيع الكلّ من المادة الغنازية القابلة للتعديل لاستخدامها كالرمز لهذه المادة.,0.78949015208005,0.2,1
Environment,ما هي البحار، وما هي أهميتها؟,البحار هي تجمعات كبيرة للمياه المالحة المتصلة بالمحيطات. تشكل البحار موطنًا لملايين الكائنات الحية وتعتبر مصدرًا مهمًا للغذاء للإنسان. تختلف البحار عن المحيطات في الحجم وعمق القاع ودرجة الملوحة.,"['البحار هي مائة جسم حلو أو صخور كثيرة متفرected يتبعد منها الغداء والشمس من خلال الشمس الطفيفة إلى الأنهار المائية التي تنعكس إلى سطح الأرض. وتمثل البحار مصدر نبيض منخفض الكريمة أو السبายนاسيا على سطح الزahrقان، والموجات التلالية على سطح أوروبا وإميرativosا حول العالم. ويستخدم البالغون في أوروبا لتقديم ملوثات إلهامية إلى الشعب وتبدأ مع الطاقة الجاهزه حيث تقوم بترخيص تصنيع الكل من المادة الغنازية القابلة للتعديل لاستخدامها كالرمز لهذه المادة.', 'ما هي الأمطار، وما هي أهميتها؟', '', '', '']","[0.7026765882027101, 0.6915989647929851, 0.0, 0.0, 0.0]",البحار هي مائة جسم حلو أو صخور كثيرة متفرected يتبعد منها الغداء والشمس من خلال الشمس الطفيفة إلى الأنهار المائية التي تنعكس إلى سطح الأرض. وتمثل البحار مصدر نبيض منخفض الكريمة أو السبายนاسيا على سطح الزahrقان، والموجات التلالية على سطح أوروبا وإميرativosا حول العالم. ويستخدم البالغون في أوروبا لتقديم ملوثات إلهامية إلى الشعب وتبدأ مع الطاقة الجاهزه حيث تقوم بترخيص تصنيع الكل من المادة الغنازية القابلة للتعديل لاستخدامها كالرمز لهذه المادة.,0.7026765882027101,0.4,1
Environment,ما هو المطر، وكيف يتشكل؟,المطر هو تكثف بخار الماء من السحاب وسقوطه على شكل قطرات منفصلة على الأرض. يتشكل المطر عندما يبرد الهواء ويتكثف بخار الماء، ثم تتجمع القطرات الصغيرة لتشكل قطرات أكبر تسقط على الأرض.,"['المطر هو مزيج من نافرة الجفن والمطر الكبير يصدر لهذا النشاط الطIFYب الذي تحكمه السطاحون والغبار الحديدية الذي تؤثر على القواعد والمخلفات الإمراسية. ويلتزم المطر بنفسها مع جنة القلعة المسمكة الموجودة حول سiena على حقل مضيق الورك في بحر الأيبيرية. وعند استهلاكه يتراوح ما يصل إلى نصف مليون طارئة hàng 년 في أوروبا وأفريقيا وآسيا وشمالي قارة أمERICA.', 'ومن القاتب للأنشطة الجوية المضادة التي تستخدمها البالغون أن تكون إقرانا على المطر والركوب الجوي.', '', '', '']","[0.668693711311374, 0.8070557125708461, 0.0, 0.0, 0.0]",ومن القاتب للأنشطة الجوية المضادة التي تستخدمها البالغون أن تكون إقرانا على المطر والركوب الجوي.,0.8070557125708461,0.4,1
Environment,ما هي طبقة الأوزون، وما هي أهميتها؟,طبقة الأوزون هي جزء من الغلاف الجوي تقع في طبقة الستراتوسفير. تعمل طبقة الأوزون على امتصاص الأشعة فوق البنفسجية الضارة من الشمس، مما يحمي الحياة على الأرض من أضرار هذه الأشعة.,"['الطبقات الموجودة في الوسط الغازي هو ما يُعرف بالأوزون. وهي أثرية وتبلغ تقريبا 239 فترات، وهي توجد بعناية كبيرة على سطح الكوكب ويصلون إلى 20 نillas.', 'ومع ذلك لا تسبح في القارات الصاحرة لأن الاوzon تتحول من تلقاءه إلى مركبة باردة ومتسحمة بسبب التغيرات الشديد التي تواجهها وتشكل كتيرًا من أبرج الالغاذان العميق على سطح الكوكب ومنهم أبرزهم قبة البحر الأبيض المتوسط.', 'وأنواع أخرى من الاوzon هي:', '- أوزون بحر ليتا', '- ايهوسن', '- الميكرواوzon', 'والأوزون هو تلك هي طبقات الأوزون التي تعتبر هامّة لأخلاص الكوكب. حيث يعتبر الاوzon ذرية هادئة وحمراء، ومن أبرحها القبة الكبرى، وتتبع أنشطةها السحرية والفضائية من خلال طارين خفيفة مأخوذة عن الهواء، وتخلفها عدة مظاهر خافتة.', 'وتشكل ايهوسن وأوزون بحر ليتا من أفراد النظم التأسيسية على سطح الكوكب، والسماح للكون الأثلي والضارئ الحياة والمهارة المتناسقين، يعود تطور كتير للمواطنين البشر إلى العيل القديمة.', 'والأوزون بحر ليتا هي طبقة قريبة من سطح الكوكب التي تكون هادئة وفضائية ، وتشكل بعض الأثرية الهامة للآثاريين المحفّظين في هذه البلاد، وتعتبر الأوزون هي واحدة من أهم الحلقات الفلكية الموجودة على سطح الكوكب.']","[0.671252444856683, 0.7854817149397371, 0.620160192852747, 0.61548465090351, 0.606549296665287, 0.648526328250955, 0.7487563607794521, 0.785529307364849, 0.8433354141200811]",والأوزون بحر ليتا هي طبقة قريبة من سطح الكوكب التي تكون هادئة وفضائية ، وتشكل بعض الأثرية الهامة للآثاريين المحفّظين في هذه البلاد، وتعتبر الأوزون هي واحدة من أهم الحلقات الفلكية الموجودة على سطح الكوكب.,0.8433354141200811,1.0,1
Environment,ما هو القمر، وما هي خصائصه؟,القمر هو الجرم السماوي الوحيد الذي يدور حول الأرض. يتميز القمر بدورانه حول نفسه وحول الأرض في نفس الفترة الزمنية، مما يجعل نفس الوجه منه مرئيًا دائمًا من الأرض. يؤثر القمر على ظاهرة المد والجزر.,"['القمر هو ذرة هادئة ومظلمة غنية بالجذور والفلسفة الشاحنة ويعد من أهم الأساسيات للمواطنين في مجتمعاتنا، وتشكل البنgne الكوكبية لانها هي مصدر للغنيين والمهارة والتصوف ويكون على رأس السितار السري.', 'ومعظم البشرية تتغلب على بعض القوانinceات التي تعقلوا الأماكن والمختلفات إلى جانب ذلك، وهذا لا يجعل أهميتها أقل إجتماعات المجتمع المشارك في الإصلاح.', '', '', '']","[0.72693875038166, 0.808135794004315, 0.0, 0.0, 0.0]",ومعظم البشرية تتغلب على بعض القوانinceات التي تعقلوا الأماكن والمختلفات إلى جانب ذلك، وهذا لا يجعل أهميتها أقل إجتماعات المجتمع المشارك في الإصلاح.,0.808135794004315,0.4,1
Environment,ما هي الأسود، وما هي خصائصها؟,الأسود هي حيوانات ضخمة من فصيلة السنوريات، تعيش في مجموعات تسمى زمرًا. تتميز الأسود بقوتها وقدرتها على الصيد، وتعتبر من الحيوانات المفترسة الكبيرة. تعيش معظم الأسود في إفريقيا الوسطى.,"['ما هي الأسود؟ الأسود هي سلالة من الحيوانات المعدنية ويتعين على كل نوع فيها تحفيز القلب إلى تحيد الفكين والطول في الجلد لتبقى شديدة.', 'يستخدم الأسود في بعض الأحيان كأسماء لمراهق عضلاته وينتمى للسلالة المعدنية، وتعتبر هذه الطاقة إيجابية للمناطق الوالحة والمحيطات، وقد يؤثر على القدرة العقلانية والاجتماعية من خلال ممارسته للتشريعي الديني ويكون هذا الأسلوب هو الذي يسهم في تطور البشرية وتحسين الجودة العقلية.', 'ونظرا لخسرة الأسود في أجزاء معظم الدنا الحديدة، يمكن تقييم قيمة هذه الحقة بتوازن ما بين ملكية الطبيعة والمنفعة للمجتمع.', '', '']","[0.804389487526259, 0.8492193999441561, 0.7789945606577121, 0.0, 0.0]",يستخدم الأسود في بعض الأحيان كأسماء لمراهق عضلاته وينتمى للسلالة المعدنية، وتعتبر هذه الطاقة إيجابية للمناطق الوالحة والمحيطات، وقد يؤثر على القدرة العقلانية والاجتماعية من خلال ممارسته للتشريعي الديني ويكون هذا الأسلوب هو الذي يسهم في تطور البشرية وتحسين الجودة العقلية.,0.8492193999441561,0.6000000000000001,1
Environment,ما هو البرق، وكيف يتشكل؟,البرق هو ضوء مبهر ينتج عن تفريغ كهربائي بين سحابتين أو بين السحابة والأرض. يتشكل البرق عندما يصل الفرق في الجهد الكهربائي بين منطقتين مختلفتي الشحنة إلى حد معين، مما يسبب شرارة كهربائية تظهر كبرق.,"['البرق هو طريظ في الجدول السواري يتشكل من حيث إن الزيادة البشرية تؤدي إلى ظهور الأشكال الوراثية التي تنتج نسلًا آخر، ويحلم كل منهم بدنيًا أو كائنًا ساخنًا يتحرك بسرعة ويتألق في البيئه.', 'نصار الفريق الأول الذي يرى أن هناك فرصاً لإعادة العلاقة بينهم و بين وزير الطيران إلى سابق عهدة', 'التحقيق الساهمة للتعادل والتسويذ من خلال الأسلوب الكبير الذي يجب أن يبني عليه هذا الحرف في المجتمع القومى. وهو بالفعل التربيع للمجتمع على مستوى الدولة.', 'البقاوير من قبل، وبيبقى الواجب البسيط: إعادة الهوية التي هي الواجب للجميع، والإحترام والاعتراف بمساهماه وتعزيز الفهم والتبادل والتواصل من أجل أن تنجح هذا الحرف.', '']","[0.710672569803747, 0.6756630885411581, 0.665352679547017, 0.66988164747915, 0.0]",البرق هو طريظ في الجدول السواري يتشكل من حيث إن الزيادة البشرية تؤدي إلى ظهور الأشكال الوراثية التي تنتج نسلًا آخر، ويحلم كل منهم بدنيًا أو كائنًا ساخنًا يتحرك بسرعة ويتألق في البيئه.,0.710672569803747,0.8,1
Environment,ما هو الحديد، وما هي استخداماته؟,الحديد هو عنصر كيميائي وفلز يستخدم في صناعة العديد من السبائك والمنتجات الهندسية. يعتبر الحديد من أقوى الفلزات وأكثرها أهمية في الصناعة، ويستخدم في بناء الهياكل والجسور والمركبات.,"['الإحترام والاعتراف بالفرد.', '', '', '', '']","[0.636602645926004, 0.0, 0.0, 0.0, 0.0]",الإحترام والاعتراف بالفرد.,0.636602645926004,0.2,1
Environment,ما هو الذهب، وما هي خصائصه؟,الذهب هو فلز ثمين يتميز بلونه الأصفر اللامع وقلة تأكله. يستخدم الذهب في صناعة الحلي والنقود، كما يدخل في التطبيقات الطبية والإلكترونية. يتميز الذهب بقابليته للسحب والتشكيل.,"['الذهب هو一种 عنصر منحني ذو سمات متعددة تشمل الفطرة اللوجيسية، واللون النحيف اللثني. تعتبر هذه الميزة الفخور بأكبر فئة من عناصر منجحة لمؤسسات الأبحاث في مجال البطريا.', '', '', '', '']","[0.7724111633701111, 0.0, 0.0, 0.0, 0.0]",الذهب هو一种 عنصر منحني ذو سمات متعددة تشمل الفطرة اللوجيسية، واللون النحيف اللثني. تعتبر هذه الميزة الفخور بأكبر فئة من عناصر منجحة لمؤسسات الأبحاث في مجال البطريا.,0.7724111633701111,0.2,1
Finance,ما هو تعريف التمويل؟,التمويل يعنى بتحديد احتياجات الأفراد والمنظمات والشركات من الموارد النقدية وتحديد سبل جمعها واستخدامها مع الأخذ في الحسبان المخاطر المرتبطة بمشاريعهم.,"['التعريف الذي قد يعتد عليه بعض الأعمال السياسية والاستروقية والمحكمة الباسطينيه، هو الإيرادات.', '', '', '', '']","[0.65638804784958, 0.0, 0.0, 0.0, 0.0]",التعريف الذي قد يعتد عليه بعض الأعمال السياسية والاستروقية والمحكمة الباسطينيه، هو الإيرادات.,0.65638804784958,0.2,1
Finance,ما هي أدوار المصارف في الاقتصاد؟,المصارف تقوم بإقراض المال للأفراد أو الشركات أو الحكومات، وتوفر مكانًا لحفظ الأموال ودفع فوائد على المدخرات.,"['الإدوار الرئيسي للمصارف هم:', '1 - المساعدة الفيدرالية', '2- المساعدة الائتمانية', '3 - المساعدة الاقتصادية على مستوى الدول الأعضاء المشاركة في منظمة التجارة العالمية', '4 - مساعدات أخرى للشركات وتنسيق الخدمات الإنسانية وتطويرها.']","[0.688539070551865, 0.6004091854300231, 0.59984720808046, 0.570312373726596, 0.6068511586897201]",الإدوار الرئيسي للمصارف هم:,0.688539070551865,0.6000000000000001,1
Finance,ما هي أهمية التخطيط المالي للمؤسسات؟,في غياب التخطيط المالي الجيد، فإن نجاح المؤسسات الجديدة غير وارد. إدارة المال (السيولة) عنصر جوهري لتأمين مستقبل الأفراد والمنظمات.,"['الترتيب المالي للمؤسسات يأتي بتأثير سPECTراً كبيراً للنمو، وتحريطها يساهم في تحقيق التحول الصناعي الذي تمeceب himmel. ومميزات التخطيط المالي للمؤسسات:', '1 - التكلفة.', '2 - القيمة.', '3 - المرة.', '4 - الميلية (التخطيط المستدام).']","[0.7592605271243651, 0.645853466393685, 0.655293478745198, 0.640020999752491, 0.6612950434019751]",الترتيب المالي للمؤسسات يأتي بتأثير سPECTراً كبيراً للنمو، وتحريطها يساهم في تحقيق التحول الصناعي الذي تمeceب himmel. ومميزات التخطيط المالي للمؤسسات:,0.7592605271243651,1.0,1
Finance,ما هي الهيكل الرأسمالي للشركة؟,الهيكل الرأسمالي للشركة يتكون من تمويل حقوق الملكية بالإضافة إلى بيع السندات أو أي طريقة أخرى للتمويل بالاقتراض.,"['الحكاية السببية التي أتولتها السيدة مريم العذراء، ويتناول مناقshiها في مجال التخطيط المالي للمؤسسات:', '1- البداية', '2- الوقف', '3- الرؤيته', '4 - الحقوق المدنية']","[0.7047120277530201, 0.638332118298785, 0.57749713324253, 0.601652263636763, 0.6223111315080411]",الحكاية السببية التي أتولتها السيدة مريم العذراء، ويتناول مناقshiها في مجال التخطيط المالي للمؤسسات:,0.7047120277530201,0.8,1
Finance,ما هي الإصلاحات التي دعت إليها السعودية في النظام المالي الدولي؟,دعت السعودية إلى تعزيز الإصلاحات في هيكل النظام المالي الدولي لدعم جهود البلدان النامية لتحقيق نمو اقتصادي مصحوب بالمساواة الاجتماعية، بما في ذلك أدوات أكثر ملاءمة لمنع الأزمات المالية وإدارتها.,"['التخطيط العام للسوق السعودي، والاحتفاظ بالشجعة الاستثمارية للتمكين من السوء العدل الاقتصادي، وإعداد القاعدة العامة للمؤسسات المراجعية للتعاون الأوروبي بالسعودية.', '', '', '', '']","[0.8574453619879011, 0.0, 0.0, 0.0, 0.0]",التخطيط العام للسوق السعودي، والاحتفاظ بالشجعة الاستثمارية للتمكين من السوء العدل الاقتصادي، وإعداد القاعدة العامة للمؤسسات المراجعية للتعاون الأوروبي بالسعودية.,0.8574453619879011,0.2,1
Finance,ما هي تكلفة مشروع العنونة الجديدة في الرياض؟,تقدر تكلفة مشروع العنونة الجديدة في الرياض بحوالي 600 مليون ريال.,"['الصرافة والسلطة والالتزام المبذول بالجريمة الحانكة أو التعلم المفتوح. يعتبر المشروع عنونةً نئاسًا لتعزيز البنية التحتية في المملكة للتعاون والتنمية الاجتماعية.', '', '', '', '']","[0.6228589168221661, 0.0, 0.0, 0.0, 0.0]",الصرافة والسلطة والالتزام المبذول بالجريمة الحانكة أو التعلم المفتوح. يعتبر المشروع عنونةً نئاسًا لتعزيز البنية التحتية في المملكة للتعاون والتنمية الاجتماعية.,0.6228589168221661,0.2,1
Finance,ما هي أهداف مؤسسة البريد السعودي من مشروع العنونة الجديدة؟,تهدف مؤسسة البريد السعودي من مشروع العنونة الجديدة إلى الارتقاء بالخدمات البريدية، وتسهيل عملية استلام وتسليم الرسائل، ومواكبة التطورات الحديثة في صناعة البريد.,"['لا تقدم أي معلومات عن مشروع العنونة الجديدة للمؤسسة البريدة للبريد السعودية.', '', '', '', '']","[0.7627654259974591, 0.0, 0.0, 0.0, 0.0]",لا تقدم أي معلومات عن مشروع العنونة الجديدة للمؤسسة البريدة للبريد السعودية.,0.7627654259974591,0.2,1
Finance,ما هي التغيرات في الرقم القياسي لتكاليف المعيشة في السعودية؟,سجل الرقم القياسي لتكاليف المعيشة في السعودية ارتفاعًا طفيفًا بنسبة 0.6% في مارس مقارنة بالفترة نفسها من العام الماضي.,"['لا توفر أي معلومات عن التغيرات في الرقم القياسي لتكاليف المعيشة في المملكة العربية السعودية.', '', '', '', '']","[0.708414807813572, 0.0, 0.0, 0.0, 0.0]",لا توفر أي معلومات عن التغيرات في الرقم القياسي لتكاليف المعيشة في المملكة العربية السعودية.,0.708414807813572,0.2,1
Finance,ما هي أهم المشاريع التعدينية في المنطقة الشرقية؟,من أهم المشاريع التعدينية في المنطقة الشرقية مشروع خام الجبس في خشم أم حويض ومشروع خام السيليكا في منطقتي قرية الصداوي وسبخة الفضل.,"['لا توفرใดๆ من المعلومات عن مشاريع التعدينية المحتملة في المنطقة الشمالية الشرقية.', '', '', '', '']","[0.674642385351767, 0.0, 0.0, 0.0, 0.0]",لا توفرใดๆ من المعلومات عن مشاريع التعدينية المحتملة في المنطقة الشمالية الشرقية.,0.674642385351767,0.2,1
Finance,ما هي القواعد الجديدة التي فرضتها اليابان على السفن الكورية الشمالية؟,القواعد الجديدة تطلب من السفن الكورية الشمالية التي تفوق حمولتها المئة طن أن تكون حاصلة على تأمين بيئي خاص.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6564568598557731, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6564568598557731,0.2,1
Finance,ما هي أهداف القمة العربية الجنوبية الأمريكية؟,تهدف القمة إلى تعزيز التعاون بين الدول العربية ودول أمريكا الجنوبية، والدفاع عن القضية الفلسطينية، والمطالبة بسيادة العراق.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6183615583148221, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6183615583148221,0.2,1
Finance,ما هي التحديات التي تواجه الاستثمارات العقارية في جدة؟,تواجه الاستثمارات العقارية في جدة تحديات بسبب تحديد الارتفاعات المسموح بها في المباني، مما يعطل مشاريع سكنية وتجارية وسياحية بقيمة ملياري ريال.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.628675536860205, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.628675536860205,0.2,1
Finance,ما هي أهمية السوق الإسلامية المشتركة؟,السوق الإسلامية المشتركة تهدف إلى تكوين تكتل اقتصادي إسلامي قوي، وتعزيز التعاون الاقتصادي بين الدول الإسلامية، ومواجهة العولمة.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.6201538198130531, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.6201538198130531,0.2,1
Health,ما هي وظيفة الإثني عشر في الجهاز الهضمي؟,يقوم الإثني عشر بوظيفة أساسية في عملية الهضم، حيث يكمل عملية تفكيك المواد النشوية والبروتينات والدهون بمساعدة أنزيمات يفرزها البنكرياس. كما يتم فيه امتصاص الماء والمواد المعدنية إلى الدم.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.5555197362110851, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.5555197362110851,0.0,0
Health,ما هي الأسباب الشائعة للصداع التوتري؟,الأسباب الشائعة للصداع التوتري تشمل الإجهاد، الاكتئاب، القلق، قلة النوم، الأكل غير المنتظم، شرب الخمر، وتعاطي الحبوب المخدرة. كما أن تناول مواد مثل التيرامين في الشوكولاتة والجبن والمكسرات، أو جلوتومات أحادي الصوديوم، يمكن أن يسبب الصداع.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.5896924418460601, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.5896924418460601,0.0,0
Health,ما هي مخاطر ارتداء الأحذية ذات الكعب العالي؟,ارتداء الأحذية ذات الكعب العالي يمكن أن يسبب مشاكل صحية مثل التهاب مفصل الركبة، آلام الظهر والعمود الفقري، وزيادة حجم الأرداف والأفخاذ. كما أن الضغط المتغير على الركبة يمكن أن يؤدي إلى تلف المفاصل.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.5699149193285901, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.5699149193285901,0.0,0
Health,ما هي وظيفة البنكرياس في الجسم؟,البنكرياس يلعب دورًا أساسيًا في عملية الهضم من خلال إفراز العصارة البنكرياسية التي تحتوي على أنزيمات تساعد في هضم البروتينات والدهون والكربوهيدرات. كما يحتوي على خلايا تفرز هرمونات مثل الأنسولين والغلوكاغون التي تنظم مستوى السكر في الدم.,"['لقد سمحت بالتأكيد أنت.', '', '', '', '']","[0.5890702573554041, 0.0, 0.0, 0.0, 0.0]",لقد سمحت بالتأكيد أنت.,0.5890702573554041,0.0,0
